通し番号,見出し,表記,品詞,語種,語彙配当,国語研,初級500語,七種対照,工藤,木幡,玉村
39120,こんな,,連体,W,1,◎,,○,○,○,○
39130,こんなん,困難,名,K,2,◎,,○,○,,○
39140,こんにち,今日,名,K,1,○,,○,,,
39150,こんにちは,今日は,感,H,1,◎,○,○,○,○,○
39160,こんにゃく,×蒟×蒻・×菎×蒻,名,K,2,,,,,,○
39170,コンパ,←company,名,G,,,,,,,○
39180,コンパス,〔蘭〕kompas,名,G,2,,,,○,○,
39190,こんばん,今晩,名,K,1,◎,○,○,○,○,○
39200,こんばんは,今晩は,感,H,2,◎,○,○,○,○,
39210,こんびたろう,〔人名〕,名,K,,,,,,○,
39220,コンビニ,←convenience store,名,G,,,,,,,○
39230,コンピューター,computer,名,G,3,,,,○,○,○
39240,こんぶ,昆布,名,K,2,○,,,○,○,
39250,ごんぼ,〔ごぼうのこと〕,名,H,,,,,,○,
39260,こんぽん,根本,名,K,2,○,,○,,,○
39270,こんぽんてき,根本的,形動,K,,,,○,,,
39280,こんや,今夜,名,K,1,◎,,○,○,○,○
39290,こんやく,婚約,名・ス自,K,3,○,,○,,,○
39300,こんらん,混乱,名・ス自,K,3,◎,,○,○,,
39310,こんろ,×焜炉,名,K,1,,,,○,○,
39320,さ,,感,W,1,,,○,,,
39330,さ,,間助,W,1,,,○,,○,○
39340,さ,,接尾,W,1,○,,○,○,,○
39350,さ,差,名,K,2,○,,○,○,○,○
39360,さあ,,感,W,1,◎,,○,○,○,○
39370,サーカス,circus,名,G,1,,,,○,○,
39380,サークル,circle,名,G,3,○,,,,,
39390,さあさあ,,感,W,,,,,,○,
39400,ざーざー,,副,W,,,,,,○,
39410,ざーざーざー,,副,W,,,,,,○,
39420,サービス,service,名・ス自他,G,3,○,,○,,,
39430,さい,歳,接尾,K,1,◎,○,○,○,○,○
39440,さい,再,接頭,K,2,,,○,,,
39450,さい,最,名,K,2,○,,○,,,○
39460,さい,×犀,名,K,2,,,,○,○,
39470,さい,際,名,K,2,○,,○,○,,
39480,さい,才,名・接尾,K,3,,,,,○,
39490,ざい,財,名,K,3,,,○,,,
39500,ざい,在,接頭,K,,,,○,,,
39510,ざい,剤,接尾,K,,,,○,,,
39520,さいかい,再開,名・ス自他,K,2,○,,,,,
39530,さいがい,災害,名,K,2,○,,○,○,○,○
39540,ざいがく,在学,名・ス自,K,2,○,,,,,
39550,さいきん,細菌,名,K,2,○,,○,,,
39560,さいきん,最近,名,K,2,◎,,○,○,,○
39570,さいく,細工,名・ス自他,K,1,○,,,,○,
39580,サイクリング,cycling,名・ス自,G,3,,,,○,○,
39590,サイクル,cycle,名,G,,,,○,,,
39600,さいけん,再建,名・ス他,K,2,○,,,,,
39610,さいご,最後,名,K,1,◎,,○,○,○,○
39620,ざいこ,在庫,名,K,2,○,,○,,,
39630,さいこう,最高,名,K,2,○,,○,○,○,○
39640,さいこうさいばんしょ,最高裁判所,名,K,,,,○,,,
39650,さいころ,〈×賽子〉・〈×骰子〉,名,H,1,,,,○,○,
39660,さいさん,採算,名,K,3,○,,,,,
39670,ざいさん,財産,名,K,2,◎,,○,○,,○
39680,さいし,妻子,名,K,2,○,,,,,
39690,さいじつ,祭日,名,K,2,○,,○,○,○,○
39700,さいしゅう,最終,名,K,2,○,,,,,
39710,さいしゅう,採集,名・ス他,K,2,○,,○,○,○,
39720,さいしょ,最初,名,K,1,◎,,○,○,○,○
39730,さいしょう,最小,名,K,2,,,○,,,○
39740,さいじょう,最上,名,K,2,○,,,,,
39750,さいしょく,菜食,名・ス自,K,3,,,○,,,○
39760,さいしん,最新,名,K,2,,,,,,○
39770,さいしんしき,最新式,名,K,,,,,,○,
39780,サイズ,size,名,G,2,,,,○,○,
39790,ざいせい,財政,名,K,3,○,,○,,,○
39800,さいせんばこ,×賽銭箱,名,H,,,,,○,○,
39810,さいそく,催促,名・ス他,K,2,◎,,○,○,,
39820,さいだい,最大,名,K,2,○,,○,,,○
39830,さいだん,裁断,名・ス他,K,3,,,○,,,
39840,さいちゅう,最中,名,K,1,◎,,○,○,○,○
39850,さいてい,最低,名,K,2,○,,,○,○,
39860,さいてん,採点,名・ス他,K,3,○,,,,,
39870,さいとう,△斉×藤,名,K,,,,,○,,
39880,さいなん,災難,名,K,2,,,○,,,
39890,さいのう,才能,名,K,2,◎,,○,○,,○
39900,さいばい,栽培,名・ス他,K,2,○,,○,,,
39910,ざいばつ,財閥,名,K,3,,,○,,,
39920,さいばん,裁判,名・ス他,K,2,◎,,○,○,○,○
39930,さいばんかん,裁判官,名,K,,,,○,,,
39940,さいばんしょ,裁判所,名,K,2,○,,○,,,
39950,さいふ,財布,名,K,1,◎,,○,○,○,○
39960,さいほう,裁縫,名・ス自,K,1,○,,○,○,○,
39970,さいぼう,細胞,名,K,2,○,,○,,,
39980,ざいもく,材木,名,K,1,○,,○,,○,○
39990,さいよう,採用,名・ス他,K,3,○,,,,,
40000,ざいりょう,材料,名,K,1,◎,,○,○,○,○
40010,サイレン,siren,名,G,1,○,,○,○,○,○
40020,さいわい,幸い,名・形動,W,1,○,,○,○,○,○
40030,サイン,sign,名・ス自,G,1,○,,○,○,○,○
40040,さえ,,副助・係助,W,1,,,○,○,○,○
40050,さえぎる,遮る,五他,W,2,○,,,,,
40060,さえずり,×囀り,名,W,1,,,,,○,
40070,さえずる,×囀る,五自,W,1,○,,○,○,○,
40080,さお,×竿・×棹,名・接尾,W,1,○,,○,○,○,○
40090,さおだけ,×竿竹,名,W,1,,,,,○,
40100,さか,坂,名,W,1,◎,,○,○,○,○
40110,さかあがり,逆上がり,名,W,,,,,○,○,
40120,さかい,境・△界,名,W,2,◎,,○,○,○,○
40130,さかえる,栄える,下一自,W,2,○,,,,,
40140,さかさ,逆さ,名,W,1,,,○,,○,○
40150,さかさま,逆様,名・形動,W,1,○,,,○,○,○
40160,さがし,捜し・探し,名,W,1,,,,,○,
40170,さがす,捜す・探す,五他,W,1,◎,,○,○,○,○
40180,さかずき,杯・×盃,名,W,1,○,,○,,○,
40190,さかだち,逆立ち,名,W,1,,,,○,○,
40200,さかだてる,逆立てる,下一他,W,1,,,,,○,
40210,さかな,魚,名,W,1,◎,○,○,○,○,○
40220,さかなうり,魚売り,名,W,,,,,,○,
40230,さかなや,魚屋,名,W,1,,,○,○,○,
40240,さかのぼる,×溯る・×遡る,五自,W,2,○,,,,,
40250,さかみち,坂道,名,W,1,,,,,○,
40260,さかや,酒屋,名,W,1,○,,○,,,
40270,さかり,盛り,名,W,1,,,○,○,○,
40280,さがり,下がり,名,W,1,,,,,○,
40290,さかりば,盛り場,名,W,3,,,○,,,○
40300,さがる,下がる,五自,W,1,◎,,○,○,○,○
40310,さかん,盛ん,形動,W,1,◎,,○,○,○,○
40320,さき,先,名,W,1,◎,,○,○,○,○
40330,さぎ,詐欺,名,K,3,○,,,,,
40340,さぎ,×鷺,名,W,3,,,,,○,
40350,さきおととい,〈一昨昨日〉,名,W,2,,,,,,○
40360,さきほど,先程,名,W,1,○,,○,,,○
40370,さきゅう,砂丘,名,K,3,,,,○,○,
40380,さぎょう,作業,名・ス自,K,2,◎,,○,○,,○
40390,さく,咲く,五自,W,1,◎,,○,○,○,○
40400,さく,裂く・割く,五他,W,1,○,,○,○,○,○
40410,さく,×柵,名,K,1,,,○,○,○,○
40420,さく,作,名,K,2,,,,,○,
40430,さく,昨,名,K,2,○,,○,,,
40440,さく,策,名,K,3,○,,,,,
40450,さくいん,索引,名,K,3,○,,,,,
40460,ざくざく,,名・形動・副,W,1,,,○,,,
40470,さくさん,酢酸・×醋酸,名,K,3,,,○,,,
40480,さくじつ,昨日,名,K,2,○,,○,○,○,○
40490,さくしゃ,作者,名,K,2,◎,,○,○,○,○
40500,さくせい,作製,名・ス他,K,2,○,,,,,
40510,さくせん,作戦,名,K,2,○,,,,,
40520,さくねん,昨年,名,K,2,◎,,○,○,○,○
40530,さくばん,昨晩,名,K,1,○,,○,○,○,○
40540,さくひん,作品,名,K,2,◎,,○,○,○,○
40550,さくぶん,作文,名,K,1,◎,,○,○,○,○
40560,さくもつ,作物,名,K,1,○,,○,,,
40570,さくや,昨夜,名,K,1,○,,○,○,○,
40580,さくら,桜,名,W,1,◎,○,○,○,○,○
40590,さくらんぼ,,名,H,,,,,○,○,
40600,さぐり,探り,名,W,1,,,,,○,
40610,さぐる,探る,五他,W,1,○,,○,○,○,
40620,さけ,酒,名,W,1,◎,,○,○,○,○
40630,さけ,×鮭,名,W,1,○,,,○,○,
40640,さけび,叫び,名,W,1,○,,,,○,
40650,さけびごえ,叫び声,名,W,1,○,,,,○,
40660,さけぶ,叫ぶ,五自,W,1,◎,,○,○,○,○
40670,さける,裂ける,下一自,W,1,○,,○,○,○,
40680,さける,避ける,下一他,W,2,◎,,○,○,○,○
40690,さげる,下げる,下一他,W,1,◎,,○,○,○,○
40700,ささ,×笹,名,W,1,,,,○,○,
40710,ささえる,支える,下一他,W,1,○,,○,○,○,○
40720,ささき,佐佐木,名,H,,,,,○,,
40730,ささやき,囁き,名,W,1,,,,,○,
40740,ささやく,×囁く,五自他,W,1,,,,○,○,
40750,ささる,刺さる,五自,W,1,○,,○,○,○,
40760,さし,差し・指し・△尺,名・接頭・接尾,W,1,,,,,○,
40770,さじ,×匙,名,K,1,◎,,○,○,○,○
40780,さしあげる,差し上げる,下一他,W,1,◎,,○,○,○,○
40790,さしかえる,差し替える,下一他,W,,,,○,,,
40800,さしかかる,差し掛かる,五自,W,1,,,,,○,
40810,ざしき,座敷,名,H,1,○,,○,,○,○
40820,さしこむ,差し込む,五自他,W,1,,,,,○,
40830,さしず,指図,名・ス他,H,1,○,,○,,○,
40840,さしだす,差し出す,五他,W,1,○,,○,,○,
40850,さしつかえ,〈差し支え〉,名,W,2,○,,,,,
40860,さしつかえる,《差し支える》,下一自,W,2,○,,○,,,
40870,さしひき,差し引き,名,W,2,○,,,,,
40880,さしみ,刺身,名,W,2,○,,○,○,○,○
40890,さす,差す・△射す,五自,W,1,◎,,,○,,
40900,さす,刺す・差す・挿す・△注す・△点す,五他,W,1,◎,,○,○,○,○
